year,month,Project Name,Street Name,Developer,Property Type,Locality,Total Number of Units in Project,Cumulative Units Launched to-date,Cumulative Units Sold to-date,Cumulative Units Launched but Unsold,Units Launched in the Month,Units Sold in the Month,Median Price($psm) # in the Month Number Sold By Price Range,Lowest Price ($psm) # in the Month,Highest Price ($psm) # in the Month
2010,08,SUITES@CHANGI,CHANGI ROAD,Fragrance Realty Pte Ltd,Non-Landed,RCR,44,44,37,7,0,10,"14,714","13,993","14,844"
2010,08,SUNCOTTAGES,CASHEW CRESCENT,Lucky Realty Co Pte Ltd,Strata-Landed,OCR,23,23,5,18,0,2,"8,676","8,600","8,751"
2010,08,SUNDANCE VISTA,KOON SENG ROAD,Jacksonville Pte Ltd,Non-Landed,RCR,16,0,0,0,0,0,-,-,-
2010,08,SUNNY PARC,LORONG K TELOK KURAU,Khoo Realty Pte Ltd,Non-Landed,OCR,11,0,0,0,0,0,-,-,-
2010,08,TEMBELING COURT,TEMBELING ROAD,Alphaland International Pte Ltd,Non-Landed,RCR,12,12,10,2,0,1,"8,611","8,611","8,611"
2010,08,TEMBELING RESIDENCE,TEMBELING ROAD,World Class capital (LN) Pte Ltd,Non-Landed,RCR,19,19,19,0,0,3,"12,368","11,614","12,820"
2010,08,TERESA VILLAS,BUKIT TERESA CLOSE,Royal Oak Development Pte Ltd,Strata-Landed,RCR,8,8,8,0,0,0,-,-,-
2010,08,TERRENE AT BUKIT TIMAH,TOH TUCK DRIVE,Premier Land Development Pte Ltd,Non-Landed,RCR,172,172,171,1,0,10,"13,294","12,572","14,004"
2010,08,THE ADARA,CHAPEL ROAD,Roxy Homes Pte Ltd,Non-Landed,RCR,16,16,16,0,0,0,-,-,-
2010,08,THE AMBIENCE,PONGGOL SEVENTEENTH AVENUE,DB2 Development Pte Ltd,Strata-Landed,OCR,11,11,10,1,0,0,-,-,-
2010,08,THE AMBRA,LORONG H TELOK KURAU,Roxy Homes Pte Ltd,Non-Landed,OCR,25,25,25,0,0,0,-,-,-
2010,08,THE AMBROSIA,LORONG N TELOK KURAU/EAST COAST ROAD,Roxy Homes Pte Ltd,Non-Landed,OCR,39,39,39,0,0,0,-,-,-
2010,08,THE AMERY,LORONG K TELOK KURAU,Sim Lian (East K) Pte Ltd,Non-Landed,OCR,78,78,59,19,0,1,"10,194","10,194","10,194"
2010,08,THE ARIEL,LORONG 105 CHANGI,HNB Builders Pte Ltd,Non-Landed,RCR,20,20,20,0,0,0,-,-,-
2010,08,THE ARISTO @ AMBER,AMBER ROAD,AG Capital Pte Ltd,Non-Landed,RCR,56,56,53,3,0,0,-,-,-
2010,08,THE ARIZON,GEYLANG ROAD,Ranesis Development Pte Ltd,Non-Landed,RCR,12,12,11,1,0,0,-,-,-
2010,08,THE ARTE,JALAN RAJA UDANG/JALAN DATOH,City Developments Ltd,Non-Landed,RCR,336,336,335,1,0,0,-,-,-
2010,08,THE AXIS,MANDALAY ROAD,Novelty Asia Pte Ltd,Non-Landed,CCR,52,52,52,0,0,0,-,-,-
2010,08,THE AZZURO,LORONG H TELOK KURAU,Roxy Homes Pte Ltd,Non-Landed,OCR,15,15,15,0,0,0,-,-,-
2010,08,THE BEVERLY,TOH TUCK ROAD,Wah Hoe Development Pte Ltd/Superbowl Management Pte Ltd,Non-Landed,RCR,118,118,86,32,30,0,-,-,-
2010,08,THE CASCADIA,BUKIT TIMAH ROAD,Boonridge Pte Ltd,Non-Landed,RCR,536,536,307,229,0,11,"15,339","14,305","17,492"
2010,08,THE CENTRIS,JURONG WEST CENTRAL 3 & JURONG WEST STREET 64,Prime Point Realty Development Pte Ltd,Non-Landed,OCR,610,610,610,0,0,0,-,-,-
2010,08,THE CLIFT,MCCALLUM STREET,Natwest Development Pte Ltd,Non-Landed,CCR,312,252,240,12,0,0,-,-,-
2010,08,THE COTERIE,HOLLAND ROAD,Heritage Residence Pte Ltd,Non-Landed,CCR,27,0,0,0,0,0,-,-,-
2010,08,THE COTZ,TELOK KURAU,Fragrance Realty Pte Ltd,Non-Landed,OCR,48,48,44,4,0,4,"13,121","13,057","13,326"
2010,08,THE EBONY,LORONG MARICAN,Bravo Building Construction Pte Ltd,Non-Landed,OCR,32,32,26,6,0,0,-,-,-
2010,08,THE ESTUARY,YISHUN AVENUE 1 / AVENUE 2,MCL Land (Warren) Pte Ltd,Non-Landed,OCR,608,608,608,0,0,0,-,-,-
2010,08,THE FLORENTINE,FLORENCE ROAD,Roxy Homes Pte Ltd,Non-Landed,OCR,34,34,34,0,0,0,-,-,-
2010,08,THE GALE,FLORA ROAD,Tripartite Developers Pte Ltd,Non-Landed,OCR,329,329,326,3,0,0,-,-,-
2010,08,THE GREEN COLLECTION,COVE DRIVE (SENTOSA SOUTH COVE),Green Collection Pte Ltd,Strata-Landed,CCR,20,0,0,0,0,0,-,-,-
2010,08,THE GREENWICH,YIO CHU KANG ROAD/SELETAR ROAD,Far East Square Pte. Ltd.,Non-Landed,OCR,319,266,207,59,266,207,"11,787","9,257","15,382"
2010,08,THE GREENWOOD (PHASE 5),GREENWOOD AVENUE (PHASE 5),Golden Development Pte Ltd & Astoria Park Pte Ltd,Strata-Landed,CCR,54,40,15,25,0,1,"10,161","10,161","10,161"
2010,08,THE HILLOFT,JALAN DERMAWAN,DB2 Development Pte. Ltd.,Strata-Landed,OCR,14,14,12,2,0,0,-,-,-
2010,08,THE HOLLAND COLLECTION,HOLLAND ROAD,Lippo Project Pte Ltd,Non-Landed,CCR,26,15,9,6,0,1,"21,517","21,517","21,517"
2010,08,THE INSPIRA,ARNASALAM CHETTY ROAD/NARAYANAN CHETTY ROAD,Meadows Bright Development Pte Ltd,Non-Landed,CCR,120,120,120,0,0,0,-,-,-
2010,08,THE INTERLACE,DEPOT ROAD,Ankerite Pte Ltd,Non-Landed,RCR,1040,590,554,36,0,19,"11,184","9,203","12,142"
2010,08,THE LANAI,HILLVIEW AVENUE,Hong Moh Properties Pte Ltd,Non-Landed,OCR,214,0,0,0,0,0,-,-,-
2010,08,THE LATTIZ,LORONG SALLEH,Cre8 Property Development Pte Ltd,Non-Landed,OCR,15,15,9,6,0,0,-,-,-
2010,08,THE LAURELS,CAIRNHILL ROAD,Sing Holdings (Cairnhill) Pte Ltd,Non-Landed,CCR,229,229,193,36,0,4,"33,917","33,541","34,003"
2010,08,THE LENOX,CHANGI ROAD,Bravo Building Construction Pte Ltd,Non-Landed,OCR,76,76,75,1,0,0,-,-,-
2010,08,THE LINCOLN RESIDENCES,SURREY ROAD,Sim Lian (Newton) Pte Ltd,Non-Landed,CCR,99,99,66,33,0,0,-,-,-
2010,08,THE LUCENT,LORONG N TELOK KURAU,Roxy Land Pte Ltd,Non-Landed,OCR,42,42,42,0,0,0,-,-,-
2010,08,THE LUMOS,LEONIE HILL,Buildhome Pte Ltd,Non-Landed,CCR,53,44,19,25,0,0,-,-,-
2010,08,THE MARQ ON PATERSON HILL,PATERSON HILL,Grandon Pte Ltd,Non-Landed,CCR,66,27,27,0,0,0,-,-,-
2010,08,THE MARQUE @ IRRAWADDY,8 SHAN ROAD,Roxy Homes Pte Ltd,Non-Landed,RCR,48,48,47,1,0,0,-,-,-
2010,08,THE MERCURY,SHANGHAI ROAD,Fortune Shanghai Road Pte Ltd,Non-Landed,CCR,67,67,67,0,0,0,-,-,-
2010,08,THE MEZZO,BALESTIER ROAD,SB (Ruby) Devleopment Pte Ltd,Non-Landed,RCR,127,127,127,0,0,0,-,-,-
2010,08,THE MINTON,HOUGANG STREET 11,Peak Garden Pte Ltd,Non-Landed,OCR,1145,500,437,63,0,29,"9,408","5,640","10,495"
2010,08,THE MONTAGE,LORONG M TELOK KURAU,Roxy Homes Pte Ltd,Non-Landed,OCR,33,33,33,0,0,0,-,-,-
2010,08,THE NASSIM,NASSIM HILL,Nassim Hill Realty Pte Ltd,Non-Landed,CCR,55,0,0,0,0,0,-,-,-
2010,08,THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE (SENTOSA COVE),TC Development Pte Ltd,Non-Landed,CCR,264,264,264,0,0,0,-,-,-
2010,08,THE OLIV,BALMORAL ROAD,TG (Balmoral) Pte Ltd,Non-Landed,CCR,23,4,4,0,1,1,"26,781","26,781","26,781"
2010,08,THE ORANGE GROVE,ORANGE GROVE ROAD,Ho Bee Developments Pte Ltd,Non-Landed,CCR,72,36,29,7,0,0,-,-,-
2010,08,THE ORCHARD RESIDENCES,ORCHARD BOULEVARD,Orchard Turn Residential Devt Pte Ltd/Orchard Turn Retail Investment Pte Ltd,Non-Landed,CCR,175,155,155,0,0,0,-,-,-
2010,08,THE PARC CONDOMINIUM,WEST COAST WALK,CES-West Coast Pte Ltd,Non-Landed,OCR,659,659,659,0,0,1,"11,173","11,173","11,173"
2010,08,THE PEAK @ CAIRNHILL I,CAIRNHILL CIRCLE,T G Development Pte Ltd/TEE Development Pte Ltd,Non-Landed,CCR,52,0,0,0,0,0,-,-,-
2010,08,THE PEAK@BALMEG,BALMEG HILL,Maxgrowth Pte Ltd,Non-Landed,RCR,180,180,180,0,0,0,-,-,-
2010,08,THE PROMONT,CAIRNHILL CIRCLE,Tat Chuan Development (Pte) Ltd,Non-Landed,CCR,15,15,13,2,0,0,-,-,-
2010,08,THE REGENCY AT TIONG BAHRU,CHAY YAN STREET,United Regency Pte Ltd,Non-Landed,RCR,158,158,158,0,0,0,-,-,-
2010,08,THE RESIDENCES AT W SINGAPORE SENTOSA COVE,OCEAN WAY (SENTOSA COVE),Cityview Place Holdings Pte Ltd,Non-Landed,CCR,228,56,21,35,0,0,-,-,-
2010,08,THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,CAIRNHILL ROAD,Royce Properties Pte Ltd,Non-Landed,CCR,58,16,15,1,0,0,-,-,-
2010,08,THE RIVERINE BY THE PARK,KALLANG ROAD,Wintree Investment Pte Ltd,Non-Landed,RCR,96,96,96,0,0,0,-,-,-
2010,08,THE ROCHESTER,NORTH BUONA VISTA ROAD/ ROCHESTER PARK,UE One-North Developments Pte Ltd,Non-Landed,RCR,366,366,366,0,0,0,-,-,-
2010,08,THE SCALA,SERANGOON AVENUE 3,Circle Line Pte. Ltd.,Non-Landed,OCR,468,468,468,0,0,74,"12,249","9,795","15,468"
2010,08,THE SCENIC @ BRADDELL,BRADDELL ROAD,MT. Batten Pte Ltd,Non-Landed,OCR,18,18,16,2,0,0,-,-,-
2010,08,THE SCOTTS TOWER,SCOTTS ROAD,Far East Success Development Pte Ltd,Non-Landed,CCR,67,0,0,0,0,0,-,-,-
2010,08,THE SEAFRONT ON MEYER,MEYER ROAD,CRL Realty Pte Ltd,Non-Landed,RCR,327,327,318,9,0,1,"15,532","15,532","15,532"
2010,08,THE SERENNIA,PULASAN ROAD,Vicland Pte Ltd,Non-Landed,RCR,42,20,19,1,0,0,-,-,-
2010,08,THE SHORE RESIDENCES,AMBER ROAD,Dover Rise Ltd/Whitewater Properties Pte Ltd,Non-Landed,RCR,408,338,282,56,0,12,"14,693","13,961","15,393"
2010,08,THE SILVER FIR,BUTTERWORTH LANE,Evansville Pte Ltd,Non-Landed,RCR,33,33,30,3,0,0,-,-,-
2010,08,THE SIXTH AVENUE RESIDENCES,SIXTH AVENUE,Avenue Park Development Pte Ltd,Non-Landed,CCR,175,175,175,0,0,0,-,-,-
2010,08,THE SOLITAIRE,BALMORAL PARK/STEVENS ROAD,City Developments Ltd,Non-Landed,CCR,59,59,59,0,0,0,-,-,-
2010,08,THE SOUND,EAST COAST ROAD,Bayshore Green Pte Ltd,Non-Landed,OCR,104,52,26,26,0,5,"15,231","14,908","15,769"
2010,08,THE TATE RESIDENCES,DRAYCOTT DRIVE/CLAYMORE ROAD,Hong Leong Holdings Ltd,Non-Landed,CCR,85,85,83,2,0,0,-,-,-
2010,08,THE THOMSON DUPLEX,THOMSON ROAD,TEE International Ltd,Non-Landed,CCR,6,6,1,5,0,0,-,-,-
2010,08,THE TIER,PEGU ROAD,Kaiwatt Development Pte Ltd,Non-Landed,RCR,48,48,43,5,0,1,"12,325","12,325","12,325"
2010,08,THE TOP RESIDENCE,SIMON PLACE,Top Global Properties Pte Ltd,Strata-Landed,OCR,13,13,13,0,0,0,-,-,-
2010,08,THE TRILLIUM,KIM SENG ROAD,Lippo Land Corporation,Non-Landed,CCR,231,231,228,3,0,0,-,-,-
2010,08,THE TRIZON,RIDGEWOOD CLOSE,Ideal Homes Pte Ltd,Non-Landed,CCR,289,204,196,8,0,10,"14,714","11,905","16,652"
2010,08,THE VERMONT ON CAIRNHILL,CAIRNHILL RISE,Bukit Sembawang View Pte Ltd,Non-Landed,CCR,158,38,22,16,0,5,"23,466","22,572","28,363"
2010,08,THE VERTE,LORONG H TELOK KURAU,Roxy Homes Pte Ltd,Non-Landed,OCR,36,36,36,0,0,0,-,-,-
2010,08,THE VERV @ RV,RIVER VALLEY ROAD,Heritage @ River Valley Pte Ltd,Non-Landed,CCR,26,0,0,0,0,0,-,-,-
2010,08,THE VERVE,JALAN RAJAH,Ascend Land Pte Ltd,Non-Landed,RCR,106,106,106,0,0,0,-,-,-
2010,08,THE VESTA,LORONG K TELOK KURAU,Tiong Aik Investments Pte Ltd,Non-Landed,OCR,20,20,20,0,0,0,-,-,-
2010,08,THE VISION,WEST COAST CRESCENT,Grand Waterfront Development Pte Ltd,Strata-Landed / Non-Landed,OCR,295,295,295,0,0,0,-,-,-
2010,08,THE WATERLINE,POH HUAT ROAD WEST,Waterline Development Pte Ltd,Non-Landed,OCR,103,39,23,16,0,3,"11,399","9,828","12,131"
2010,08,THE WHARF RESIDENCE,TONG WATT ROAD,Leonie Court Pte Ltd,Non-Landed,CCR,186,186,181,5,0,0,-,-,-
2010,08,THOMSON V TWO,JALAN TODAK,Macly Assets Pte Ltd,Non-Landed,RCR,74,74,74,0,0,0,-,-,-
2010,08,TIVOLI GRANDE,KOON SENG ROAD,KS Development Pte Ltd,Non-Landed,RCR,82,82,25,57,0,10,"13,111","10,979","13,886"
2010,08,TOMLINSON HEIGHTS,TOMLINSON ROAD,Yarra Investments Pte Ltd,Non-Landed,CCR,70,9,9,0,9,9,"32,292","31,657","33,724"
2010,08,TREASURE ON BALMORAL,BALMORAL ROAD,Hiap Hoe Superbowl JV Pte Ltd,Non-Landed,CCR,48,0,0,0,0,0,-,-,-
2010,08,TREE HOUSE,CHESTNUT AVENUE,Chestnut Avenue Developments Pte Ltd,Non-Landed,OCR,429,429,429,0,0,0,-,-,-
2010,08,TRESALVEO,MARYMOUNT TERRACE,Soon Lian Realty Pte Ltd,Non-Landed,RCR,176,120,108,12,0,0,-,-,-
2010,08,TREVISTA,LORONG 3 TOA PAYOH,Choice Homes Gamma Pte Ltd,Non-Landed,RCR,590,590,588,2,0,7,"11,281","10,194","12,163"
2010,08,TRIBECA,KIM SENG ROAD,Guan Realty Pte Ltd,Non-Landed,CCR,175,175,175,0,0,0,-,-,-
2010,08,TRILIGHT,NEWTON ROAD,Pacific Rover Pte Ltd,Non-Landed,CCR,205,190,174,16,20,6,"20,602","19,031","21,657"
2010,08,TURQUOISE,COVE DRIVE (SENTOSA SOUTH COVE),Ho Bee Cove Pte Ltd,Non-Landed,CCR,91,50,44,6,0,0,-,-,-
2010,08,TWENTYONE ANGULLIA PARK,ANGULLIA PARK,Angullia Development Pte Ltd,Non-Landed,CCR,54,0,0,0,0,0,-,-,-
2010,08,TWIN PEAKS,LEONIE HILL ROAD,Cove Development Pte Ltd,Non-Landed,CCR,462,12,12,0,8,8,"31,011","30,710","32,184"
2010,08,TWO8ONE STUDIO,RIVER VALLEY ROAD,Optimus Developments Pte Ltd,Non-Landed,CCR,7,7,5,2,0,0,-,-,-
2010,08,TYRWHITT 139,TYRWHITT ROAD,Oxley Capital Pte Ltd,Non-Landed,RCR,48,48,48,0,0,0,-,-,-
2010,08,URBAN LOFTS,RANGOON ROAD,Ascender Capital Pte Ltd,Non-Landed,RCR,46,46,46,0,0,0,-,-,-
2010,08,URBAN RESORT CONDOMINIUM,CAIRNHILL ROAD,Jubilee Realty Pte Ltd,Non-Landed,CCR,64,14,14,0,1,1,"28,848","28,848","28,848"
2010,08,URBAN SUITES,HULLET ROAD,Augite Pte Ltd,Non-Landed,CCR,165,165,163,2,0,0,-,-,-
2010,08,VACANZA @ EAST,LENGKONG TUJOH/JALAN SENANG,Hoi Hup Sunway Property Pte Ltd,Non-Landed,OCR,473,0,0,0,0,0,-,-,-
2010,08,VENTURA HEIGHTS,JALAN LIM TAI SEE,Astrid Hill Residences Pte Ltd,Strata-Landed,CCR,40,40,39,1,0,0,-,-,-
2010,08,VENTURA VIEW,RAMBUTAN ROAD,Moovenuss Homes Pte Ltd,Non-Landed,RCR,24,24,24,0,0,0,-,-,-
2010,08,VERDANA VILLAS,GRACE WALK,Novelty Central Pte Ltd,Strata-Landed,OCR,56,56,43,13,0,8,"7,018","6,728","7,320"
2010,08,VERDURE,HOLLAND ROAD,Bukit Sembawang View Pte Ltd,Strata-Landed / Non-Landed,CCR,75,75,75,0,0,0,-,-,-
2010,08,VERSILIA ON HAIG,IPOH LANE,Hoi Hup Realty Pte Ltd,Non-Landed,RCR,128,128,128,0,0,0,-,-,-
2010,08,VETRO,MAR THOMA ROAD,AG Development (Mar Thoma) Pte Ltd,Non-Landed,RCR,32,32,32,0,0,0,-,-,-
2010,08,VILLAS @ GILSTEAD,GILSTEAD ROAD,Villas@Gilstead Pte Ltd,Strata-Landed,CCR,18,18,17,1,0,0,-,-,-
2010,08,VILLAS LA VUE,SIGLAP VIEW,Everspring Development Pte Ltd,Strata-Landed,OCR,7,7,7,0,0,0,-,-,-
2010,08,VISTA RESIDENCES,JALAN DATOH,Arts Associate Co Ltd,Non-Landed,RCR,280,253,216,37,2,2,"15,500","15,166","15,823"
2010,08,VIVA,SUFFOLK WALK,Thomson Peak Pte Ltd,Non-Landed,CCR,235,235,235,0,0,0,-,-,-
2010,08,VIVA VISTA,SOUTH BUONA VISTA ROAD / PASIR PANJANG HILL,Hume Homes Pte Ltd,Non-Landed,RCR,144,144,139,5,144,139,"16,243","12,142","17,664"
2010,08,VIVACE,TONG WATT ROAD,Heritage @ Tong Watt Pte Ltd,Non-Landed,CCR,85,85,57,28,0,0,-,-,-
2010,08,VOLARI,BALMORAL ROAD,City Developments Ltd,Non-Landed,CCR,85,85,84,1,0,0,-,-,-
2010,08,WATER VILLAS,KOVAN ROAD,Silverstein Pte Ltd,Strata-Landed,OCR,15,8,4,4,2,0,-,-,-
2010,08,WATERBANK AT DAKOTA,DAKOTA CRESCENT,UOL Development (Dakota)  Pte Ltd,Non-Landed,RCR,616,616,615,1,0,0,-,-,-
2010,08,WATERCOVE VILLE,SEMBAWANG ROAD,Sembawang Estates Pte Ltd,Strata-Landed,OCR,80,0,0,0,0,0,-,-,-
2010,08,WATERFALL GARDENS,FARRER ROAD,Acecharm Pte Ltd,Non-Landed,CCR,132,132,132,0,0,0,-,-,-
2010,08,WATERFORD RESIDENCE,KIM YAM ROAD,Hoi Hup Realty Pte Ltd,Non-Landed,CCR,118,118,118,0,0,0,-,-,-
2010,08,WATERFRONT GOLD,BEDOK RESERVOIR ROAD,FCL Peak Pte Ltd,Non-Landed,OCR,361,252,200,52,77,65,"10,656","9,214","12,863"
2010,08,WATERFRONT KEY,BEDOK RESERVOIR ROAD,FCL Peak Pte Ltd,Non-Landed,OCR,437,437,351,86,0,17,"10,775","9,634","11,744"
2010,08,WATERFRONT WAVES,BEDOK RESERVOIR ROAD,FCL Peak Pte Ltd,Non-Landed,OCR,405,405,405,0,0,0,-,-,-
2010,08,WATERSCAPE AT CAVENAGH,CAVENAGH ROAD,Cavenagh Properties Pte Ltd,Non-Landed,CCR,200,142,142,0,1,1,"18,676","18,676","18,676"
2010,08,WATTEN RESIDENCES,WATTEN RISE,Simefield Pte Ltd,Strata-Landed,CCR,59,59,59,0,0,0,-,-,-
2010,08,WEMBLY RESIDENCES,YIO CHU KANG ROAD,Chelsford Green Pte Ltd,Non-Landed,OCR,33,33,33,0,0,0,-,-,-
2010,08,WESTMONT,WEST COAST ROAD,Macly Pte Ltd,Strata-Landed,OCR,11,11,11,0,0,0,-,-,-
2010,08,WHITE HOUSE RESIDENCES,STEVENS ROAD,Asia Garden Development (Pte) Ltd,Non-Landed,CCR,12,12,0,12,0,0,-,-,-
2010,08,WHITESCAPE,LORONG N TELOK KURAU,Sunshine 88 Pte Ltd,Non-Landed,OCR,16,16,16,0,0,0,-,-,-
2010,08,WHITESHORES,PONGGOL SEVENTEENTH AVENUE,Golden Development Pte Ltd,Strata-Landed,OCR,14,0,0,0,0,0,-,-,-
2010,08,WHITLEY VILLAS,WHITLEY ROAD,Fortune Properties Pte Ltd,Strata-Landed,CCR,10,10,9,1,0,0,-,-,-
2010,08,WILKIE 80,WILKIE ROAD,Macly Capital Pte Ltd,Non-Landed,CCR,50,50,50,0,0,0,-,-,-
2010,08,WILKIE STUDIO,86 WILKIE ROAD,City Developments Ltd,Non-Landed,CCR,40,40,35,5,0,0,-,-,-
2010,08,WOODSVILLE 28,MEYAPPA CHETTIAR ROAD/ WOODSVILLE CLOSE,Yishun Property Pte Ltd,Non-Landed,RCR,110,110,110,0,0,0,-,-,-
2010,08,WORTHINGTON,HAIG ROAD/ BUTTERWORTH LANE,Ban Kim Lee Development Pte Ltd,Non-Landed,RCR,30,30,30,0,0,0,-,-,-
2010,08,ZEDGE,AKYAB ROAD,Macly Pte Ltd,Non-Landed,CCR,102,102,102,0,0,0,-,-,-
2010,08,ZENITH,ZION ROAD,Galaxy Capital Pte Ltd,Non-Landed,CCR,85,85,85,0,0,0,-,-,-
year,month,Project Name,Street Name,Developer,Property Type,Locality,Total Number of Units in Project,Cumulative Units Launched to-date,Cumulative Units Sold to-date,Cumulative Units Launched but Unsold,Units Launched in the Month,Units Sold in the Month,Median Price($psm) # in the Month Number Sold By Price Range,Lowest Price ($psm) # in the Month,Highest Price ($psm) # in the Month
2010,09,111 EMERALD HILL,EMERALD HILL ROAD,Emerald Land Pte Ltd,Non-Landed,CCR,40,0,0,0,0,0,-,-,-
2010,09,16 @ AMBER,AMBER ROAD,Novelty Amber Pte Ltd,Non-Landed,RCR,40,40,1,39,0,0,-,-,-
2010,09,18 SHELFORD,SHELFORD ROAD,Popular Land Pte Ltd,Non-Landed,CCR,19,19,3,16,0,1,"18,751","18,751","18,751"
2010,09,368 THOMSON,THOMSON ROAD,City Developments Ltd,Non-Landed,CCR,157,157,156,1,0,0,-,-,-
2010,09,76 SHENTON,SHENTON WAY,Hong Leong House Pte Ltd,Non-Landed,CCR,202,202,202,0,0,0,-,-,-
2010,09,8 NAPIER,NAPIER ROAD,Napier Properties Pte Ltd,Non-Landed,CCR,46,23,23,0,0,0,-,-,-
2010,09,8 RAJA,JALAN DATOH,Popular Land Pte. Ltd.,Non-Landed,RCR,26,26,0,26,26,0,-,-,-
2010,09,8 RODYK,RODYK STREET,New Century Real Estate Pte Ltd,Non-Landed,CCR,50,50,45,5,0,0,-,-,-
2010,09,833 M B RESIDENCES,MOUNTBATTEN ROAD,Sustained Land Pte Ltd,Non-Landed,RCR,20,20,20,0,0,0,-,-,-
2010,09,8@WOODLEIGH,WOODLEIGH CLOSE,FCL Homes Pte Ltd,Non-Landed,RCR,330,330,330,0,0,0,-,-,-
2010,09,AALTO,JALAN KECHIL,Hong Leong Holdings Ltd,Non-Landed,RCR,196,196,129,67,0,2,"16,404","15,597","17,201"
2010,09,ADRIA,DERBYSHIRE ROAD,Jumbo Valley Pte Ltd,Non-Landed,CCR,105,105,72,33,0,5,"20,861","16,803","21,474"
2010,09,AIRSTREAM,ST MICHAEL'S ROAD,Millennium Homes (Singapore) Pte Ltd,Non-Landed,RCR,70,70,70,0,0,0,-,-,-
2010,09,ALBA,CAIRNHILL RISE,Far East Organization Centre Pte Ltd,Non-Landed,CCR,50,26,19,7,0,0,-,-,-
2010,09,ALEXIS,ALEXANDRA ROAD,EC Prime Pte Ltd,Non-Landed,RCR,293,293,293,0,0,0,-,-,-
2010,09,ALTEZ,ENGGOR STREET,Bishan Properties Pte Ltd,Non-Landed,CCR,280,211,171,40,0,0,-,-,-
2010,09,AMBER RESIDENCES,AMBER ROAD,Voda Land Pte Ltd,Non-Landed,RCR,114,114,101,13,0,0,-,-,-
2010,09,ARDMORE 3,ARDMORE PARK,Botanica Pte Ltd,Non-Landed,CCR,84,0,0,0,0,0,-,-,-
2010,09,ARDMORE II,ARDMORE PARK/ANDERSON ROAD,Actbilt Pte Ltd,Non-Landed,CCR,118,118,118,0,0,0,-,-,-
2010,09,ARDMORE RESIDENCE,ARDMORE PARK,Irvine Investments Pte Ltd,Non-Landed,CCR,58,0,0,0,0,0,-,-,-
2010,09,ASCENTIA SKY,ALEXANDRA VIEW,Winpride Investment Pte Ltd,Non-Landed,RCR,373,250,250,0,0,3,"14,488","13,380","15,263"
2010,09,ASTON GREEN,PAYA LEBAR CRESCENT,E C Venture Pte Ltd,Strata-Landed,OCR,11,11,11,0,0,0,-,-,-
2010,09,ASTON RESIDENCE,JALAN LOYANG BESAR,RV Capital Pte Ltd,Strata-Landed,OCR,28,28,28,0,0,0,-,-,-
2010,09,ATTITUDE AT KIM YAM,RIVER VALLEY ROAD/KIM YAM ROAD,King & King Development Pte Ltd,Non-Landed,CCR,33,33,33,0,0,0,-,-,-
2010,09,BALCON EAST,UPPER EAST COAST ROAD,Feature Land Pte Ltd,Non-Landed,OCR,37,37,37,0,0,0,-,-,-
2010,09,BARKER VILLE,BARKER ROAD,Starluck SLN Development Pte Ltd,Strata-Landed,CCR,8,8,7,1,0,1,"9,042","9,042","9,042"
2010,09,BEACON HEIGHTS,MAR THOMA ROAD,St Michael's Development Pte Ltd,Non-Landed,RCR,212,212,203,9,0,0,-,-,-
2010,09,BELLA CASITA,IPOH LANE,Agrow Developmemt Pte Ltd,Non-Landed,RCR,57,57,48,9,0,0,-,-,-
2010,09,BELLAVILLE,SIAK KEW AVENUE,Fong Tat Holding Co Pte Ltd,Strata-Landed,RCR,10,10,10,0,0,0,-,-,-
2010,09,BELLE VUE RESIDENCES,OXLEY WALK,Winquest Investment Pte Ltd,Non-Landed,CCR,176,138,112,26,0,3,"25,468","25,059","25,704"
2010,09,BELLERIVE,KENG CHIN ROAD,Sing Holdings (Bellerive) Pte Ltd,Non-Landed,CCR,51,51,48,3,0,0,-,-,-
2010,09,BISHOPSGATE RESIDENCES,BISHOPSGATE,Prime Residential Development Pte Ltd,Strata-Landed / Non-Landed,CCR,31,0,0,0,0,0,-,-,-
2010,09,BLISS LOFT,KIM KEAT CLOSE,Hume Investments Pte Ltd,Non-Landed,RCR,48,48,48,0,0,0,-,-,-
2010,09,BLISS VILLE,LORONG MARZUKI,Endo Development Pte Ltd,Non-Landed,OCR,18,18,18,0,0,1,"8,331","8,331","8,331"
2010,09,BLUWATERS 2,JALAN LOYANG BESAR,Novelty Capital Pte Ltd,Non-Landed,OCR,71,71,67,4,0,0,-,-,-
2010,09,BOULEVARD VUE,CUSCADEN WALK,High Oak Properties Pte Ltd,Non-Landed,CCR,28,15,10,5,0,0,-,-,-
2010,09,BREEZE BY THE EAST,UPPER EAST COAST ROAD,UOL Development Pte Ltd,Non-Landed,OCR,88,88,88,0,0,0,-,-,-
2010,09,BUKIT VILLAS,WOODLANDS ROAD,Wan Fu Investments Pte Ltd,Landed,OCR,119,24,2,22,0,0,-,-,-
2010,09,CABANA,SUNRISE TERRACE,Bullion Holdings Pte Ltd & Cabana JV Pte Ltd,Strata-Landed,OCR,119,43,15,28,2,0,-,-,-
2010,09,CAIRNHILL RESIDENCES,CAIRNHILL CIRCLE,Cairnhill Green Pte Ltd,Non-Landed,CCR,97,97,97,0,0,0,-,-,-
